Item_Id,Order_Id_Order_Id,Order_No,Item_No,Qty,Product_Id_Product_Id
01J0R0VMRNYSDA1G6AKT36F5F8,01J0R0N54FNYB3RGHD8G6Y6SSH,80,98,78,01J0R16V9ADR21FHTPX1TQ96AA
01J0R0VMRP1EG4NG504M66V14W,01J0R0N54FF8JKDR81CWHN1XVV,79,51,75,01J0R16V9ABFRCX30NBB3SZ3PB
01J0R0VMRQXD4CF07YHC87MB4Y,01J0R0N54GV7AY8KTMWHN52FZN,23,87,69,01J0R16V9BAVY3X4WQ38KBXT9G
01J0R0VMRQSZKBGDEXPX1PJJZQ,01J0R0N54GJXZG02SEWA4BHXJ8,44,93,28,01J0R16V9BFRM0FMBJCD09KPMM
01J0R0VMRREVN5F4V0X893JGED,01J0R0N54HZ68CG77GV99GWWEN,61,26,77,01J0R16V9CR10K297D62C02E10
01J0R0VMRSWV5RDBMFRVWNT8T8,01J0R0N54J8QSY5NW98TG1W5FY,31,8,68,01J0R16V9CGG3GW631RZ0TP568
01J0R0VMRTMGVKX4XZG2Y8HZ0E,01J0R0N54JAQB5TY0CMKC3C1BQ,52,63,23,01J0R16V9DW6T9WAN9DY0NKPVM
01J0R0VMRT0GS5CM7RN6T8N6FK,01J0R0N54KW6BR0TEKXDSESJZD,4,66,14,01J0R16V9DZ0PFCEWCK9DNRRD7
01J0R0VMRVADBTJCP5MCR9EGY8,01J0R0N54MRXSVAF9WY9RP6QDZ,26,2,71,01J0R16V9E8Q0ZWF39CQW22ZHY
01J0R0VMRW9J7FXEGG5M56ECVV,01J0R0N54M6D8SMZK917421AAS,68,76,17,01J0R16V9EZ5EKBK6RA6VHY2K8
01J0R0VMRWT6H6ZAB2ZAS005W0,01J0R0N54NJ7BTVT9R4VTVCDDC,38,48,7,01J0R16V9FJT40ACHDS3M94R6R
01J0R0VMRXQNVTF052YV9YJEKY,01J0R0N54PK1WQNDQQZP06AC0X,7,15,3,01J0R16V9FJ62GWKTDBR65Z3W5
01J0R0VMRYKQWT5W22BT42T2D1,01J0R0N54QN3EF44WYHH2X4NTP,9,6,8,01J0R16V9GHCMT6M4GS0AGGYS9
01J0R0VMRZGC425A8190DGNDP6,01J0R0N54QKAKSRC5NEJ3X37XT,24,49,91,01J0R16V9GQ72Z9AFN353Z0MFV
01J0R0VMRZJPX0ACC902AZSHP8,01J0R0N54RBCF7DGZ9Z9HEN4YW,11,72,36,01J0R16V9HAE86NBDPZ94YMPAW
01J0R0VMS0HV8G4GBJK1PXXS11,01J0R0N54RKD5G8XEKZ01RTEEE,86,89,37,01J0R16V9HSH6SWCHVE7JDVMWB
01J0R0VMS1GCF5CAVS2EDDRDMS,01J0R0N54S6QF45XDBXEN65CN9,25,43,3,01J0R16V9JA16A9EJF2SEFP7KY
01J0R0VMS3MMKF8HN29BH3N0HJ,01J0R0N54TEBCN2QXAZ52Y908Q,87,48,24,01J0R16V9JBQ1QA09BK9CAX52H
01J0R0VMS417FVYGD5H2BV4FT1,01J0R0N54V634FY84QVM5S3NVF,82,65,53,01J0R16V9KPXZCASKJHHFV8F92
01J0R0VMS57PR6PW4T2HWNHFRM,01J0R0N54WX09ECCVFDCZCCG3M,100,52,24,01J0R16V9KKNNETHHYNS7NDXFR
01J0R0VMS6ZQBHZT63FD0DW93M,01J0R0N54WCDGPWZ4RQ6CXQQR3,85,6,31,01J0R16V9MKCA65PZXR90P6ETY
01J0R0VMS6ZZ61DASBVRPC1F2J,01J0R0N54XKFJ41J1YQ3GHWWF7,89,45,14,01J0R16V9NT3XHNPVB4XJHT3ZG
01J0R0VMS78DNMJF2DDB34G82B,01J0R0N54YRYCDVS7EW5CSEQRG,66,6,75,01J0R16V9PCZ0RGDN2SD8TSHNB
01J0R0VMS8R1T67PVZ7BYE6KGB,01J0R0N54ZSG5HEN22S30WVAX4,1,16,9,01J0R16V9PHXF55ZY6H63WS0EF
01J0R0VMS85ZE3KCPF62E8Q45K,01J0R0N550YGT8TX1V0WGGM2WQ,23,57,94,01J0R16V9QGAJG5ME5BPHCK7S3
01J0R0VMS9PDPW9N6QE0MBEPX3,01J0R0N550WVMATP4P07FXHPQX,60,71,69,01J0R16V9RTW16DB59T0X9B02S
01J0R0VMSARE5ZF0FAHBM5505V,01J0R0N551523TW42BZZ1ZGFH2,92,98,88,01J0R16V9RZFBZNPT708KDM15C
01J0R0VMSA9T09NQVQ460FFAK0,01J0R0N551GAP65TKXVQCF7FK7,96,9,58,01J0R16V9SYRSDD31AAB3D2WPR
01J0R0VMSB2MF25W4EW6D06RJP,01J0R0N552SQRA5DNSVZENV72N,26,43,25,01J0R16V9SK1RDZJAEYF6T8D2W
01J0R0VMSCKK16X33EH54FWN22,01J0R0N5533CC3RZ3JE2JNVPE2,38,50,34,01J0R16V9TC0AQ6C3XMH8PX6TR
01J0R0VMSDDRET0XRH2PJQ4YN6,01J0R0N5549M8DTT4A9ZN90GYV,38,48,48,01J0R16V9TRS5FQR3AF33MVART
01J0R0VMSD4YDRGY0692JKQ82C,01J0R0N5549XJKV7GN6T28CQZG,5,73,98,01J0R16V9V1TXVFGMW1Y4D623W
01J0R0VMSE312DZYC23SFFK2P1,01J0R0N5555ZRBTYSEBFZ170V2,64,1,73,01J0R16V9VEA2J2QCDXGFY3VFA
01J0R0VMSF4PBYT2FNT7SXT9ZT,01J0R0N5562YTZTCE8TEH36JXB,37,43,35,01J0R16V9W5385QK00M4KAJ859
01J0R0VMSFAA6W6DCEGD975V4B,01J0R0N5562SZK37KTHFWBTK56,24,51,3,01J0R16V9W9XNKYGZYM8JWG8SE
01J0R0VMSG2EQMFHX6TXZJ7TQD,01J0R0N557NHZAQ9C0373FHTB7,29,91,9,01J0R16V9XH072QDRX6B50DSJW
01J0R0VMSH9EK4Z0EMKW34X1SH,01J0R0N558M7TPBKN80FY01WCH,68,57,31,01J0R16V9X72BSGSNVGPA41H78
01J0R0VMSHB3H42WR63RC2E501,01J0R0N558D1758FE2B0Q5A36P,95,100,67,01J0R16V9Y6PHHNCQ1TBFX6NXH
01J0R0VMSJYQ1KYV9K26QPMP24,01J0R0N559NHZQT205QFB8Z142,86,31,54,01J0R16V9YZA47T181P0S6Q1MN
01J0R0VMSK89APJX5SCZBSMKAN,01J0R0N55AG5EFC4TSNW0E3GRC,61,9,73,01J0R16VA0T2GGSPEQ2284T9X3
01J0R0VMSKV11F1Y3W4NGW5GJ9,01J0R0N55ATPFYW9B3YW63F8TX,64,41,95,01J0R16VA0D829WNWJX3M4C6HW
01J0R0VMSMR4HHM106TWKX4VTM,01J0R0N55BJK6X5BDJ5V7JQH7Y,83,3,51,01J0R16VA1R61VXXYPXDZ144W6
01J0R0VMSN62GV8GNN6QYRX9MF,01J0R0N55C06AKRSXH45ASXBEH,91,62,34,01J0R16VA1MF9M27WDQZSSJBA0
01J0R0VMSPWQATFAY54Z3KD774,01J0R0N55DH605SFK1QGBYFVMA,74,3,89,01J0R16VA20XNC53MP65ATHSCY
01J0R0VMSPXN3DGTPPWC6WP5BG,01J0R0N55DQ147VV6XESWCCPMF,52,68,54,01J0R16VA2G81WD3XQBGSAR2R9
01J0R0VMSQK7H84EQZ1RSD40NR,01J0R0N55E4D3AT6G19PVEYSHF,21,28,81,01J0R16VA3VEZVBKP8B73X2RNM
01J0R0VMSRF6Y4BK1YZ62Y08DZ,01J0R0N55F3XP8DKKZR459P8N8,13,9,34,01J0R16VA3KCEJCKKSK2SP4DJN
01J0R0VMSRE4WG1XG70G6SAQVR,01J0R0N55GB8K86TH691H82SW0,3,19,83,01J0R16VA4022E604TJHWJBZB2
01J0R0VMSSPKP5GESHYQC4JSJN,01J0R0N55G0309X5VYQR86VYNA,64,89,36,01J0R16VA4T9CSRXE0XZAQZJ0K
01J0R0VMSV1QATX0VGFFAP2BKP,01J0R0N55HRV1ANW2W64414JCE,84,68,74,01J0R16VA5BQN9644DNFW24ZJ8
01J0R0VMSXKEK3XNQNHGJEK5BB,01J0R0N55JPJXXBWNF3GARKNVE,95,83,64,01J0R16VA53PD78VX9YTHC5ADZ
01J0R0VMSYE5Q8KZYZKE4S8ZB6,01J0R0N5398D9E98G46AEA8S0P,68,11,70,01J0R16VA6DC27W60D9634MKW5
01J0R0VMSY7WPMMZEW1KYY4ZCW,01J0R0N53A8CS0FWQD8HFZ90NA,91,22,48,01J0R16VA65RPVM13EVV60D9CG
01J0R0VMSZW0B56QHEJ3BEYYDG,01J0R0N53CXAH2TW6BG3Y5TT09,28,66,83,01J0R16VA705P93T7YR01AE61A
01J0R0VMT0907MXR3B0QM0TMB6,01J0R0N53DZZYP1YPPRHEZ9M5Q,97,48,92,01J0R16VA7926RC33C8P3EPFXJ
01J0R0VMT0S496ZV4ZJMKFNXC3,01J0R0N53E0WZRVV28R876AQBY,2,85,79,01J0R16VA8E0BR4CNQ1CPC7HEY
01J0R0VMT1VJ2W8ZA1DN33QGSW,01J0R0N53FXAXJ7GZW08R5GFE8,1,84,31,01J0R16VA820W4T2N8JHZ2QA62
01J0R0VMT2RRFZ8A1SW3KFRK47,01J0R0N53GRJDB6EMZVXTEG5FS,87,88,67,01J0R16VA9M5PH1BT8B07JXNNY
01J0R0VMT3JWQJTNDN3B4S0TQ2,01J0R0N53H24J8TFFD4Z6NAWKT,91,87,2,01J0R16VA9PBMARCRPA44DVFRQ
01J0R0VMT3Y0GPXZMJ09F3H73A,01J0R0N53JEMM1A85SMY4PRWFX,18,22,99,01J0R16VAATTFDJ9ZWJ7DACX7F
01J0R0VMT42ZNMY427759Y5DRH,01J0R0N53M2TF35T86BHVAM2QP,41,93,72,01J0R16VAA3CET56BP2NK4A32X
01J0R0VMT5F5Z4DNQ8Y96WXQEP,01J0R0N53NS7VPM2JJWG110F1A,90,55,57,01J0R16VABAW44FJ3P2TNMTSS5
01J0R0VMT5ZY91CSMBY5H97RTQ,01J0R0N53P8T4VQ448QVKDDZPX,55,86,37,01J0R16VABXSFD91M6SNBHHZ6N
01J0R0VMT6KAD3GPQFY9A7Y4B5,01J0R0N53P1SRYTB1E4N2KZVPR,72,76,4,01J0R16VACAGJ43AE615FNKPA5
01J0R0VMT7P5224HB7DATGGT2F,01J0R0N53Q47EZACBJ0XHYP1E8,87,94,31,01J0R16VADRQ4D8A4X2D5E9NHD
01J0R0VMT7F63SWHZPPBWE855Y,01J0R0N53RAY3Z83Q9M92CR3M9,4,30,70,01J0R16VAFBR3BPAV722SXK4WK
01J0R0VMT8ZY4YASYCSTEE6N5N,01J0R0N53RSW7TNKJXCZAKYGX9,97,94,89,01J0R16VAG7F7AMSYEC1GWRN0P
01J0R0VMT9G3S6SBCVACRQGMN2,01J0R0N53SG6RV0A39T4E4FVDH,35,100,89,01J0R16VAGBGHGHTJAHEQS72MA
01J0R0VMT97QZAVK2PCWGTADA3,01J0R0N53T9YY3GJA62CR3V0ST,20,95,70,01J0R16VAGSG0SZ25XM02X8HNQ
01J0R0VMTA0BQ10DKZPSRHHN4M,01J0R0N53TEMSXESYREYC2CK3W,87,13,72,01J0R16VAHCVFJASP480DHNC60
01J0R0VMTBMYFMX382CJ0V1BFV,01J0R0N53VGKGPQWHH0QS1HBEW,24,83,47,01J0R16VAJ89G9AB8QJ66EKMKX
01J0R0VMTB081D4FMN5NQBSR46,01J0R0N53WYGB71YPDN3FHBF0H,40,54,20,01J0R16VAJS1DZVQGXP8SQC8ZY
01J0R0VMTC7Z4SNHNBVQHDRCV0,01J0R0N53W55AYJJYDKHKJB38B,35,48,2,01J0R16VAKBT2D6Z5YASC611QZ
01J0R0VMTD03VNCY11E5JRF3AG,01J0R0N53X437NBRG9MN5QJWV1,22,19,81,01J0R16VAKPTGWRSGWY4MA2M4J
01J0R0VMTDM7GRNAAQ2AWX6K6C,01J0R0N53Y14Y1R9SYX10ENRG0,30,16,66,01J0R16VAMDTNTGFCECAM56YWH
01J0R0VMTE2HFE5R4TCBX2PNBZ,01J0R0N53YKPKC9Q8J1AZAMN4V,73,15,10,01J0R16VAN51X6GTAVRQRJMF77
01J0R0VMTF2XR3QWYNCXYER1S7,01J0R0N53Z6XK8V1NZDFRAPT2Q,2,96,67,01J0R16VANK9K4BMF5KS9V46KY
01J0R0VMTFNXGCK3QZGZD3JWQB,01J0R0N540M5PY5Z8SQPV7R05P,29,96,70,01J0R16VAPZHBMKNBS9BESJ3QR
01J0R0VMTGYP49T6S0NXPQNN1T,01J0R0N5401123AKQJBMGD3NZ5,76,49,76,01J0R16VAPQSHCGYES9HT6861H
01J0R0VMTHWRQDQTJCRRBM62JK,01J0R0N541GZWAMG8ZNYATXQ9Z,41,64,53,01J0R16VAQ089HHN3X3VD9FA7P
01J0R0VMTHHE4E0QQJ0F508B0G,01J0R0N542F8AJ5JKG96YTTYXR,59,6,64,01J0R16VAQ55P4CYEHAH18V7XB
01J0R0VMTJ9D5YMV3MG20ABWHM,01J0R0N542CB3GH87JZ09PVKKZ,40,23,73,01J0R16VARAESE0VNG9VM69AGV
01J0R0VMTKQ2Q0Q37FA2HR3KAS,01J0R0N54363XXQJFBBFTWRY3S,46,39,43,01J0R16VARS9CR6MQ5JDQCZJ99
01J0R0VMTKP9FET47SV52SS9MC,01J0R0N5441Q2HK1KRTH0D3ABP,33,1,39,01J0R16VASQ5EXW6SS56BFB1DJ
01J0R0VMTMA7ARS9JTPHYZXWJS,01J0R0N544J6P3GSYV7N7AC444,49,3,27,01J0R16VATPV2GMDJ3APTXFP8W
01J0R0VMTN1Z7J12BV5XBEGP20,01J0R0N5453HW6Q6DRJAJPENTR,7,43,37,01J0R16VATV5Q77CFS4DN3GBM0
01J0R0VMTNN7TMWZW009ZDM6Z6,01J0R0N546WC9VWJJ7WXQGTF43,93,41,65,01J0R16VAV7H40B2P1AT1KTFAC
01J0R0VMTPHTG59QYKCF9QKRJD,01J0R0N546753Z9ZDHT7EE93DN,51,100,96,01J0R16VAW3R387K3HZ0SVRF5N
01J0R0VMTQ02QSHPAYYKM10V3F,01J0R0N547FNSCCXWAFXGVXQ12,22,73,56,01J0R16VAW2C8HRSVX5NBHCQE7
01J0R0VMTQGFK3CBVC9S1416MR,01J0R0N548PZFD0VA2NW460K8F,91,47,53,01J0R16VAXNCNZJER2MNXFZGG9
01J0R0VMTRGFP38HB81P83NRKF,01J0R0N548WKWYEKMG5EPSGJVQ,45,95,24,01J0R16VAX5YBMWACMCN8G4W6H
01J0R0VMTSHE57DQ2ENT17HJNC,01J0R0N549T0GMR7NSKQ4MR734,96,64,8,01J0R16VAYPCSAEDCPZP6ASA8F
01J0R0VMTSYKZDXKH5CKXHKD3F,01J0R0N54A4G9ZSRKB4QFS271J,71,80,34,01J0R16VAYSCH7MZDDNXWC3DKW
01J0R0VMTTRB476TT07X2S4T0Z,01J0R0N54ARWB6KNX7PMPBSZRC,64,72,68,01J0R16VAZDK46HACDP59X0NTK
01J0R0VMTVP0H70AJ6S4TRNZSX,01J0R0N54BWVS8E6HFB1JHQ0GY,30,72,36,01J0R16VAZXB1ZSX6JVGGWXG9K
01J0R0VMTWZ74NFCN1W8V6FCCZ,01J0R0N54B34800QB6JVW9QZS1,22,11,80,01J0R16VB04SY5FXC81E90KD4Y
01J0R0VMTWFR4TYF64T8TY5CAY,01J0R0N54CG447669BG864FJST,18,22,7,01J0R16VB0MJ5NTAFP4FH5WT52
01J0R0VMTX3N9QZWH2N20ENKJK,01J0R0N54DK4EYAKBR0KGMA2Y0,3,98,72,01J0R16VB1PYDYQ4XAJZE21EMT
01J0R0VMTY9JKQMBDSPC8X8NGW,01J0R0N54DVY1EY4QPW6CC264S,69,13,64,01J0R16VB1VJW0H76VV5E68ZS7
01J0R0VMTYC09FA457BF7TNYE2,01J0R0N54EE2V8SVZBDH5ZZC22,81,67,62,01J0R16VB2V5SVTYZNVJFBQXQE
01J0R0VMTZMZDQ1GXCRCWYYA8D,01J0R0N54FNYB3RGHD8G6Y6SSH,66,70,24,01J0R16VB2T331DJ5A7RRT9S9A
01J0R0VMV0F7Q0AMNBPKCS206K,01J0R0N54FF8JKDR81CWHN1XVV,54,22,94,01J0R16VB3SMVAH9EE3MSDFPVZ
01J0R0VMV0MAK2WSHW93A8XJGR,01J0R0N54GV7AY8KTMWHN52FZN,76,37,76,01J0R16VB30S6BC5SC2WJ0H8YP
01J0R0VMV1QY7048697K9C6EV5,01J0R0N54GJXZG02SEWA4BHXJ8,15,64,67,01J0R16VB4PQJXCDP927871TN9
01J0R0VMV26AR1WTTRFMQEHA46,01J0R0N54HZ68CG77GV99GWWEN,38,84,90,01J0R16VB4PD9SHYZ9RRVC5CGX
01J0R0VMV2VXQ8GE4Q97FEYRS9,01J0R0N54J8QSY5NW98TG1W5FY,58,10,45,01J0R16VB526XD3VWGJ31FXF5P
01J0R0VMV3EQXWHCG7A5NX5NTM,01J0R0N54JAQB5TY0CMKC3C1BQ,72,99,76,01J0R16VB558V1FHH4YR6RE7C0
01J0R0VMV42DKY7HYM6DNMJVEY,01J0R0N54KW6BR0TEKXDSESJZD,47,27,4,01J0R16VB6HRT5VDPFA5FYBV65
01J0R0VMV44HM4RR4N1Z2P799H,01J0R0N54MRXSVAF9WY9RP6QDZ,75,15,62,01J0R16VB6Q7TV0AGH3GFKX162
01J0R0VMV5Q92S2J6XZMD72N38,01J0R0N54M6D8SMZK917421AAS,74,27,45,01J0R16VB7VYWJXSFPGSP9EFJ9
01J0R0VMV678P0Y0VNHPWQKBNV,01J0R0N54NJ7BTVT9R4VTVCDDC,73,98,99,01J0R16VB7F7Q2BNNY4D3K08X4
01J0R0VMV634GWXCWYARTKQYP7,01J0R0N54PK1WQNDQQZP06AC0X,78,53,47,01J0R16VB8DDYRHE1KH5084VT9
01J0R0VMV7FE226ECYA03QHK4E,01J0R0N54QN3EF44WYHH2X4NTP,35,70,16,01J0R16VB8ZQ2HFTDKM7BMV9CS
01J0R0VMV8V9FX6GXVX4QSAPGF,01J0R0N54QKAKSRC5NEJ3X37XT,50,86,20,01J0R16VB9XKPB4YYCM2HFNQRW
01J0R0VMV80PTC2P62NWZH5QGW,01J0R0N54RBCF7DGZ9Z9HEN4YW,25,59,8,01J0R16VB9JSSXE04TP7Z10RQZ
01J0R0VMV99HV62ZTRVERCBDD4,01J0R0N54RKD5G8XEKZ01RTEEE,45,19,53,01J0R16VBAZRGF17QHKC3J1YMT
01J0R0VMVA8B5MKD45HRHY0841,01J0R0N54S6QF45XDBXEN65CN9,57,63,4,01J0R16VBA1058VAB4APFFE0YN
01J0R0VMVA4DW7EN05JRQFCWP7,01J0R0N54TEBCN2QXAZ52Y908Q,26,52,25,01J0R16VBBMESYHVT4VSRK646A
01J0R0VMVBX4VVTQVF1BCMGQC9,01J0R0N54V634FY84QVM5S3NVF,20,23,99,01J0R16VBBYK203R51J2457WYF
01J0R0VMVCK5H2H5GKK05MV45E,01J0R0N54WX09ECCVFDCZCCG3M,43,50,8,01J0R16VBCDATP7HFN093QN1EF
01J0R0VMVD8WX18N3FH92RTS4X,01J0R0N54WCDGPWZ4RQ6CXQQR3,47,95,14,01J0R16VBCZGCV98JWWVHPZNDM
01J0R0VMVDS31MBRRMA5WRD866,01J0R0N54XKFJ41J1YQ3GHWWF7,85,61,60,01J0R16VBD195ZBJ4M7A2H0HVV
01J0R0VMVEQYZ4KGK0C59M3ZR1,01J0R0N54YRYCDVS7EW5CSEQRG,99,23,54,01J0R16VBE4T2YE68N50B4EW5X
01J0R0VMVFK3YYCWVEQ0ATPMWZ,01J0R0N54ZSG5HEN22S30WVAX4,94,25,42,01J0R16VBE22YJ5MZ876GY5EM8
01J0R0VMVFE3QY5CM3NF3926AC,01J0R0N550YGT8TX1V0WGGM2WQ,47,66,17,01J0R16VBF6MSXW9Z2BN5F3JDX
01J0R0VMVGX882YMFFMGXEKG37,01J0R0N550WVMATP4P07FXHPQX,21,88,20,01J0R16VBFTRMQJ2XX9MBFWDC3
01J0R0VMVH3GMR2WFQAB9H5J70,01J0R0N551523TW42BZZ1ZGFH2,70,32,26,01J0R16VBGV0KYX6D4D7ZYS4J0
01J0R0VMVHS52S9N06Q0AMDM81,01J0R0N551GAP65TKXVQCF7FK7,90,66,49,01J0R16VBG2SPTR6B1VM3NKP8V
01J0R0VMVJ7PYTZT0Y3QG89K6J,01J0R0N552SQRA5DNSVZENV72N,34,15,36,01J0R16VBHAB8JATB9PEBYH3QA
01J0R0VMVKEH0JT2MQYCBHK6KM,01J0R0N5533CC3RZ3JE2JNVPE2,51,99,49,01J0R16VBH3Q6PS50GNGHFKKYA
01J0R0VMVKT20B9J2YDBNG7CGR,01J0R0N5549M8DTT4A9ZN90GYV,9,14,43,01J0R16VBJP1CQNRNZ5YCMD21W
01J0R0VMVMH6THEVP50THQSJ13,01J0R0N5549XJKV7GN6T28CQZG,48,50,34,01J0R16VBJB3B5QJGY4BPYVB8Q
01J0R0VMVNGW1ZQM1ADMP0DRD1,01J0R0N5555ZRBTYSEBFZ170V2,8,32,63,01J0R16VBK0XXKAK0PH4G8QZA8
01J0R0VMVP078QRTZKZATK867E,01J0R0N5562YTZTCE8TEH36JXB,18,52,54,01J0R16VBKJ747FHR9XFDAKEGR
01J0R0VMVQADTBR2D992FTNZ2Y,01J0R0N5562SZK37KTHFWBTK56,81,82,4,01J0R16VBMGNFPX4FB9YWGE4P7
01J0R0VMVR06ZY02NGF5GTWP8X,01J0R0N557NHZAQ9C0373FHTB7,61,97,9,01J0R16VBMJ5F6HZGJFJCVN4YA
01J0R0VMVRYHZQCWDJFGZAF73Z,01J0R0N558M7TPBKN80FY01WCH,58,35,67,01J0R16VBNYX05SRHDHWZ0RM4A
01J0R0VMVSFT04QS7RSB4403G2,01J0R0N558D1758FE2B0Q5A36P,63,76,93,01J0R16VBNKD07Q7QCQN5X0AG6
01J0R0VMVT49HFWPHVZH4ED705,01J0R0N559NHZQT205QFB8Z142,34,92,71,01J0R16VBPJFCM71GN5B6BAQS0
01J0R0VMVT4YRZCACQ3TDF8NG7,01J0R0N55AG5EFC4TSNW0E3GRC,93,45,97,01J0R16VBPPFQ6VABVYJJMJDR9
01J0R0VMVVQQTWCRKQAQFNB6MR,01J0R0N55ATPFYW9B3YW63F8TX,34,84,81,01J0R16VBQ910MGJFPKCW4HKBS
01J0R0VMVWBWMV4Z80X9RTM078,01J0R0N55BJK6X5BDJ5V7JQH7Y,60,59,29,01J0R16VBQHYDBQK82R89N1PGH
01J0R0VMVWSK7CYEVH96AF87VG,01J0R0N55C06AKRSXH45ASXBEH,100,34,79,01J0R16VBRNRAK6A9WK39VNJN1
01J0R0VMVXVAFVNZ5RG6GZARAT,01J0R0N55DH605SFK1QGBYFVMA,51,78,45,01J0R16VBRJMND03M5NYNM7YS2
01J0R0VMVY7REVBEXDTSKVX52A,01J0R0N55DQ147VV6XESWCCPMF,84,57,95,01J0R16VBSGJCGA8MFBFR4QRH6
01J0R0VMVZ8WCW6GNQNW3T2E1G,01J0R0N55E4D3AT6G19PVEYSHF,92,65,20,01J0R16VBSXGRQ41VG5K2R5GX4
01J0R0VMVZ2K2X367Y0PC5D1D8,01J0R0N55F3XP8DKKZR459P8N8,64,45,43,01J0R16VBTM5TRK46VH7CJ8VG1
01J0R0VMW0F74BHP6RD8PXNHCQ,01J0R0N55GB8K86TH691H82SW0,70,34,56,01J0R16VBTE353T4MZRB8SNNZF
01J0R0VMW1PAV4A5DE590BCPMV,01J0R0N55G0309X5VYQR86VYNA,99,35,11,01J0R16VBVB03XN9SZYJCT6WYV
01J0R0VMW1ZCB2924MBW3PDF1J,01J0R0N55HRV1ANW2W64414JCE,65,3,89,01J0R16VBV5V0B2D3X9NZHSF10
01J0R0VMW27C2MQJ23WNQ2EW7A,01J0R0N55JPJXXBWNF3GARKNVE,91,99,91,01J0R16VBWBB6N9CH6MM625V8A
